Source	Target	NumTransFromSrc	NumTransToTgt	NumOfTransSrcToTgt
swe	gle	39192	167	7
ita	yid	66453	89	1
heb	dyu	9889	6	1
ukr	orv	2877	4	1
ben	pol	2223	76720	9
grc	bfd	17342	6	2
rus	kir	101395	1528	1264
oji	slv	13	18719	1
ane	fra	2	238463	2
rom	ron	79	18464	5
kor	hun	4621	54989	10
hin	pan	1469	384	32
lat	ben	19240	1878	3
ben	deu	2223	292124	63
vie	tuk	668	741	2
bod	bul	1508	25742	15
tuk	rus	434	82772	259
fra	por	216624	74721	11415
est	ara	5739	12488	6
grc	sqi	17342	6757	83
rom	hbs	79	45036	20
onw	eng	1	146294	1
grc	tur	17342	11874	109
por	zho	11390	62650	66
ara	swe	11884	71688	126
est	eng	5739	146294	1706
heb	kab	9889	9	1
dan	jpn	21239	130893	269
eng	ken	1225237	11	5
fra	oss	216624	153	2
gle	eng	269	146294	96
cop	est	177	20605	3
eus	ita	1021	59830	5
nor	urd	14530	1005	4
sux	sqi	133	6757	4
eip	deu	1	292124	1
chu	fra	80	238463	9
kat	slk	1224	19641	27
ara	bul	11884	25742	70
kum	kir	44	1528	1
lat	grc	19240	22	6
kaz	uig	948	1488	31
sac	hbs	2	45036	1
deu	lad	201718	15	1
pol	sqi	14104	6757	24
fra	rom	216624	82	3
spa	fao	52955	415	2
hin	raj	1469	3	1
jao	eng	1	146294	1
cat	mkd	8328	3901	9
pli	mal	400	1202	2
dan	ori	21239	752	3
por	est	11390	20605	22
uzb	tam	872	1763	1
pol	epo	14104	542	16
grc	kdh	17342	11	3
gmh	lit	595	15447	3
ita	goh	66453	4	1
eng	gwi	1225237	1	1
dan	kor	21239	22338	30
rus	dng	101395	8	6
heb	dyi	9889	4	3
srn	nld	35	111371	34
tha	cat	215	18004	1
fro	ell	902	27422	1
chr	eng	3	146294	2
gez	fra	22	238463	7
chv	eng	203	146294	2
fra	lat	216624	362	45
eng	dar	1225237	68	1
fas	por	2837	74721	17
ces	hbs	17202	45036	231
gld	hun	39	54989	1
lle	eng	1	146294	1
bod	pol	1508	76720	20
heb	swg	9889	21	1
eng	sid	1225237	3	2
fra	tik	216624	19	7
bho	fra	2	238463	1
lat	fra	19240	238463	2792
mal	new	306	25	2
ukr	mon	2877	2423	3
heb	djk	9889	8	6
chu	ukr	80	4514	2
spa	tur	52955	11874	262
eng	sot	1225237	9	8
ell	kat	4862	2176	1
fro	est	902	20605	2
lit	mal	1985	1202	1
ita	tha	66453	1227	3
dan	ita	21239	59830	176
hin	hbs	1469	45036	18
mar	jpn	405	130893	5
mkd	hye	1592	2139	1
zho	sqi	13337	6757	8
grc	dsh	17342	3	1
fin	ell	8296	27422	17
bul	hin	3667	3506	3
grc	etr	17342	1	1
mns	lav	20	8145	1
yid	bel	1590	1874	8
bul	ava	3667	64	2
hun	heb	11256	10961	40
hin	spa	1469	228910	33
lao	hun	41	54989	1
por	swe	11390	71688	198
rus	ron	101395	18464	918
rom	deu	79	292124	5
grc	mfi	17342	1	1
arc	spa	347	228910	43
hbs	tgk	12743	1062	3
aym	fra	7	238463	1
slv	fra	2463	238463	95
fro	eng	902	146294	155
eng	nza	1225237	1	1
nss	eng	1	146294	1
ron	glg	5475	2371	1
kor	mon	4621	2423	5
lms	fra	3	238463	3
tel	kan	277	700	26
eng	zul	1225237	23	23
tur	slk	2658	19641	12
mal	ben	306	1878	5
aze	nld	774	111371	1
fra	ara	216624	12488	2073
xal	aze	153	1658	1
deu	eve	201718	15	1
myv	rus	70	82772	58
ita	roh	66453	284	10
eng	gag	1225237	15	1
ast	rus	73	82772	1
nld	nor	18978	45923	350
syr	grc	252	22	2
hin	oss	1469	153	2
lav	fra	1288	238463	18
syr	pol	252	76720	3
tbt	fra	12	238463	12
gcr	eng	17	146294	1
bua	rus	128	82772	111
swe	hbs	39192	45036	220
kan	new	314	25	2
kur	dan	137	64799	3
kir	ukr	708	4514	20
jpn	glg	26921	2371	5
ron	slv	5475	18719	10
tgk	urd	476	1005	3
sot	ita	9	59830	1
hin	rus	1469	82772	58
akk	sqi	136	6757	2
grc	sor	17342	14	4
grc	kqe	17342	10	1
tur	por	2658	74721	6
lug	eng	4	146294	4
akk	nld	136	111371	4
akk	cat	136	18004	1
san	mon	4282	2423	6
ukr	chv	2877	174	5
kor	ces	4621	64442	19
sah	rus	153	82772	136
smo	kal	74	327	1
oss	tam	195	1763	1
oss	abk	195	115	1
dan	ckt	21239	39	1
mkd	slv	1592	18719	26
bod	fra	1508	238463	286
bod	jpn	1508	130893	39
cat	deu	8328	292124	338
ori	dan	244	64799	1
tat	tgk	462	1062	2
grc	bvr	17342	3	2
san	nld	4282	111371	56
kir	pol	708	76720	14
jrb	lad	12	15	1
dan	fra	21239	238463	1023
tur	fin	2658	46271	22
jpn	kal	26921	327	1
eng	rus	1225237	82772	41147
eng	acf	1225237	3	1
kir	lav	708	8145	6
kat	oss	1224	153	13
cor	gle	9	167	1
kaz	pol	948	76720	4
ita	oci	66453	204	6
goh	deu	20	292124	15
fas	isl	2837	6514	3
fra	hye	216624	2139	77
deu	pus	201718	285	7
tyv	rus	56	82772	46
grc	ixj	17342	1	1
mkd	swe	1592	71688	7
eng	kua	1225237	2	1
nld	sna	18978	16	1
fin	lat	8296	362	5
tur	nld	2658	111371	121
dum	spa	84	228910	5
sco	deu	29	292124	9
grc	ted	17342	7	7
cuv	fra	1	238463	1
est	rus	5739	82772	2306
fra	abi	216624	6	2
rup	deu	5	292124	1
heb	neb	9889	4	2
gag	rus	19	82772	11
pal	fra	18	238463	3
grc	xsm	17342	37	10
eng	kas	1225237	10	1
kor	zho	4621	62650	1394
dan	bod	21239	344	1
deu	urd	201718	1005	11
heb	eus	9889	3923	5
grc	ybb	17342	4	2
grc	chu	17342	7	3
nap	fra	11	238463	3
san	mai	4282	7	3
hye	ces	1100	64442	12
kan	ben	314	1878	7
ron	kat	5475	2176	6
swe	hun	39192	54989	327
ces	glg	17202	2371	2
fra	sok	216624	8	6
pol	fra	14104	238463	1159
msa	ces	485	64442	2
khm	fra	51	238463	20
gag	mol	19	3720	5
pan	rus	327	82772	1
ukr	urd	2877	1005	2
swa	fra	65	238463	12
gmh	bul	595	25742	2
slv	spa	2463	228910	34
fas	hun	2837	54989	11
tel	tam	277	1763	65
oci	spa	452	228910	4
grc	cop	17342	2	2
pli	sin	400	671	4
bel	nor	1409	45923	1
oci	lnc	452	1	1
hye	fra	1100	238463	78
grc	uli	17342	1	1
mcm	eng	1	146294	1
kat	eus	1224	3923	3
kor	rus	4621	82772	49
dar	fas	83	11329	1
zho	hin	13337	3506	8
asm	kan	95	700	3
hbs	bel	12743	1874	8
egy	ron	235	18464	1
est	chv	5739	174	1
pro	dan	159	64799	1
slv	mkd	2463	3901	59
mon	bod	244	344	2
ton	smo	29	141	7
glh	deu	1	292124	1
fro	sqi	902	6757	2
sga	nor	14	45923	1
lut	eng	1	146294	1
krc	nor	141	45923	1
eng	fro	1225237	20	1
eng	mta	1225237	16	15
tue	spa	1	228910	1
rus	ady	101395	50	46
kaz	mon	948	2423	2
sqi	tur	1424	11874	28
slk	ukr	4205	4514	85
tzm	ara	49	12488	1
eng	her	1225237	3	2
zho	mal	13337	1202	2
ava	dar	186	68	1
eng	toi	1225237	2	2
evn	ukr	24	4514	1
grc	bnc	17342	13	2
gcc	eng	1	146294	1
cre	chp	117	123	14
heb	ife	9889	45	12
nor	slk	14530	19641	34
che	deu	80	292124	1
isl	epo	1518	542	1
fra	tha	216624	1227	28
heb	kog	9889	1	1
tur	cat	2658	18004	8
eng	ceb	1225237	11	7
raj	hin	26	3506	17
heb	fin	9889	46271	191
rom	mkd	79	3901	2
aze	rus	774	82772	435
bul	tam	3667	1763	2
bwi	por	1	74721	1
peo	cat	11	18004	2
hun	hin	11256	3506	2
hin	zho	1469	62650	10
heb	oss	9889	153	1
rus	chv	101395	174	143
hbs	deu	12743	292124	1374
spa	bak	52955	502	1
grc	lik	17342	1	1
eng	cho	1225237	3	3
cat	rus	8328	82772	25
kaz	hye	948	2139	6
grc	wal	17342	1	1
ara	nld	11884	111371	299
uig	kaa	81	568	3
dan	est	21239	20605	163
sjt	rus	2	82772	2
eng	tel	1225237	668	179
lbe	tuk	41	741	1
ron	heb	5475	10961	25
pli	tam	400	1763	4
ara	guj	11884	524	5
mos	fra	4	238463	4
pol	kaz	14104	2454	8
yid	nor	1590	45923	11
tem	deu	3	292124	1
grc	ntr	17342	8	6
cop	hbs	177	45036	4
crh	rus	28	82772	18
xal	ukr	153	4514	1
kur	fra	137	238463	21
eng	ivb	1225237	2	1
san	eng	4282	146294	1189
rus	evn	101395	8	8
ces	vie	17202	786	4
gld	tel	39	668	1
ron	gag	5475	15	3
swe	ori	39192	752	3
kor	ukr	4621	4514	5
bak	lit	357	15447	2
dan	vie	21239	786	14
cat	urd	8328	1005	2
mar	pan	405	384	1
eng	fin	1225237	46271	28195
sme	swe	103	71688	9
rus	ben	101395	1878	419
por	rus	11390	82772	203
peo	hun	11	54989	3
pag	fil	2	150	1
ava	ces	186	64442	1
deu	ita	201718	59830	7795
por	tuk	11390	741	1
lat	ukr	19240	4514	21
heb	blw	9889	5	1
rus	bul	101395	25742	3917
hau	pol	9	76720	2
hin	mal	1469	1202	53
bel	kaz	1409	2454	11
tau	eng	1	146294	1
egy	ita	235	59830	3
mal	rus	306	82772	3
heb	thd	9889	11	1
fra	gng	216624	17	14
kij	eng	1	146294	1
deu	bre	201718	406	9
deu	bod	201718	344	4
roh	eng	90	146294	2
lat	mlt	19240	86	19
mni	ben	11	1878	1
ces	slk	17202	19641	3771
ang	est	147	20605	1
orv	kat	173	2176	1
goh	jpn	20	130893	1
vie	tgk	668	1062	5
aze	fas	774	11329	30
dan	yiz	21239	224	1
mif	fra	1	238463	1
ady	rus	75	82772	71
grc	amm	17342	1	1
non	swe	299	71688	48
dag	eng	1	146294	1
enm	hun	231	54989	2
ita	tam	66453	1763	6
pal	fas	18	11329	5
hun	uig	11256	1488	1
grc	mfh	17342	1	1
deu	afr	201718	776	9
com	eng	2	146294	1
cre	eng	117	146294	68
isl	rus	1518	82772	15
nld	spa	18978	228910	990
msa	cat	485	18004	2
bod	zho	1508	62650	82
hin	mon	1469	2423	5
grc	thd	17342	11	10
fao	dan	104	64799	42
guj	tel	264	668	5
heb	maw	9889	7	2
roh	est	90	20605	1
dng	uzb	10	2757	1
ang	spa	147	228910	5
uig	eng	81	146294	3
orv	mol	173	3720	1
nci	ces	63	64442	3
kat	kbd	1224	86	2
grn	deu	9	292124	3
fro	dan	902	64799	2
heb	box	9889	30	5
grc	nnw	17342	13	4
bel	tel	1409	668	1
car	fra	12	238463	2
eng	gad	1225237	2	1
krc	tgk	141	1062	1
grc	jmd	17342	1	1
bel	hye	1409	2139	9
man	nld	15	111371	2
hun	fin	11256	46271	102
ita	som	66453	102	2
ukr	gle	2877	167	1
fra	byv	216624	2	2
slv	est	2463	20605	2
dan	ben	21239	1878	3
nav	fra	14	238463	1
grc	fas	17342	11329	25
ell	fra	4862	238463	599
rus	tab	101395	61	56
grc	gup	17342	3	1
spa	slv	52955	18719	323
rus	kas	101395	10	6
fra	vut	216624	3	2
bul	ita	3667	59830	26
tel	jpn	277	130893	2
san	aze	4282	1658	4
ukr	swa	2877	323	1
zho	ben	13337	1878	12
ara	kan	11884	700	1
kur	swe	137	71688	19
zho	cat	13337	18004	26
deu	tyv	201718	164	1
krc	kat	141	2176	2
tel	guj	277	524	1
enf	fin	11	46271	1
pol	tyv	14104	164	1
msa	nor	485	45923	4
nen	fra	4	238463	3
mal	por	306	74721	1
hin	mfe	1469	9	1
ukr	mal	2877	1202	1
dan	msa	21239	5416	3
mon	alt	244	50	1
fin	nor	8296	45923	178
zho	asm	13337	526	2
kjh	rus	29	82772	26
non	slk	299	19641	1
vls	slv	9	18719	1
hye	oss	1100	153	1
kir	uig	708	1488	2
deu	yid	201718	89	6
deu	sco	201718	32	2
lit	slv	1985	18719	4
ben	spa	2223	228910	108
deu	jbj	201718	1	1
deu	asm	201718	526	17
san	zho	4282	62650	35
krc	tuk	141	741	1
deu	frr	201718	4	1
yid	ell	1590	27422	1
deu	msa	201718	5416	137
fas	tgk	2837	1062	8
cop	swe	177	71688	2
swe	spa	39192	228910	865
wln	fra	6	238463	5
kaa	kaz	129	2454	5
chz	eng	1	146294	1
kat	tgk	1224	1062	8
mez	eng	1	146294	1
ang	kan	147	700	1
sqi	ces	1424	64442	1
swe	sms	39192	2	1
lat	est	19240	20605	36
deu	jpn	201718	130893	8817
ukr	pan	2877	384	1
grc	ext	17342	1	1
ang	fra	147	238463	9
uzb	ell	872	27422	1
ces	kir	17202	1528	5
est	jpn	5739	130893	15
rup	sqi	5	6757	1
tam	fas	496	11329	1
syr	hun	252	54989	5
hye	aze	1100	1658	26
hun	ita	11256	59830	185
grc	car	17342	3	2
kbd	kir	119	1528	2
ita	cat	66453	18004	974
slv	fas	2463	11329	1
jpn	est	26921	20605	25
shh	eng	1	146294	1
cat	zho	8328	62650	6
grc	fri	17342	118	1
osx	deu	6	292124	3
man	zho	15	62650	1
mon	ukr	244	4514	3
eus	ron	1021	18464	1
ron	sqi	5475	6757	27
ara	ell	11884	27422	50
chv	ukr	203	4514	5
est	dan	5739	64799	7
ell	dan	4862	64799	29
hbs	slv	12743	18719	664
abk	tgk	171	1062	1
glg	swe	1346	71688	1
swe	glg	39192	2371	17
kat	lit	1224	15447	12
fas	ces	2837	64442	11
bel	mkd	1409	3901	1
san	ces	4282	64442	43
deu	kum	201718	65	1
tat	hye	462	2139	1
orv	hye	173	2139	1
cat	cym	8328	2312	4
lav	est	1288	20605	88
pro	swe	159	71688	1
frm	glg	267	2371	1
sru	eng	1	146294	1
deu	roh	201718	284	223
tuk	kir	434	1528	8
mol	est	2864	20605	12
pol	ron	14104	18464	152
fas	asm	2837	526	2
pan	kan	327	700	4
gag	eng	19	146294	1
urd	aze	950	1658	1
fra	gcf	216624	22	19
hun	nor	11256	45923	41
orv	slk	173	19641	1
gla	glg	78	2371	1
swe	ben	39192	1878	8
mns	ukr	20	4514	1
kjh	ukr	29	4514	1
toh	deu	1	292124	1
chm	deu	116	292124	1
frr	eng	7	146294	1
ava	kir	186	1528	2
enf	spa	11	228910	1
mdf	fin	101	46271	1
ron	lit	5475	15447	8
chg	fra	19	238463	2
gmh	mkd	595	3901	1
lit	kaa	1985	568	3
msa	bul	485	25742	2
fas	slv	2837	18719	7
sog	fra	1	238463	1
ang	fin	147	46271	3
fas	lav	2837	8145	4
tat	bul	462	25742	1
och	rus	16	82772	6
nor	smj	14530	42	9
pli	mar	400	878	5
enm	rus	231	82772	5
frm	spa	267	228910	14
mol	slk	2864	19641	10
gld	hin	39	3506	1
rus	khm	101395	231	204
akk	eng	136	146294	31
hye	ara	1100	12488	13
gmh	nor	595	45923	2
snd	ara	47	12488	1
est	sin	5739	671	1
swe	isl	39192	6514	582
eng	cre	1225237	66	48
eng	bkm	1225237	19	8
pro	eng	159	146294	19
roh	pol	90	76720	1
ell	spa	4862	228910	259
nep	hin	47	3506	6
vls	eng	9	146294	2
tuk	ukr	434	4514	19
san	ben	4282	1878	170
bam	nld	29	111371	1
mon	bul	244	25742	14
spa	fro	52955	20	1
enf	deu	11	292124	1
ton	deu	29	292124	2
pus	eng	60	146294	7
fro	kor	902	22338	2
eng	tso	1225237	8	8
slv	slk	2463	19641	43
psh	deu	1	292124	1
afr	lit	357	15447	1
hbs	kum	12743	65	1
pdt	eng	6	146294	2
uig	bod	81	344	1
hun	ukr	11256	4514	55
nep	fra	47	238463	7
ita	tir	66453	74	13
hye	kat	1100	2176	24
ben	tha	2223	1227	2
ell	tur	4862	11874	76
frp	fra	1	238463	1
isl	kal	1518	327	5
urd	pan	950	384	5
heb	moz	9889	17	2
hin	pol	1469	76720	6
pia	eng	2	146294	1
ori	ara	244	12488	1
hye	eng	1100	146294	173
lit	heb	1985	10961	2
ara	mlt	11884	86	2
eng	ckt	1225237	39	1
eus	spa	1021	228910	620
deu	hun	201718	54989	10207
eng	ipk	1225237	2	1
grc	iws	17342	1	1
kaa	aze	129	1658	1
yor	deu	21	292124	2
nav	ita	14	59830	1
jav	fra	18	238463	5
yuk	eng	1	146294	1
kca	eng	21	146294	2
snk	fra	4	238463	4
guj	mal	264	1202	4
ara	mya	11884	274	1
deu	ibo	201718	4	1
mya	fra	60	238463	5
arc	por	347	74721	1
fas	krc	2837	103	3
yid	ben	1590	1878	2
afr	naq	357	1	1
est	fin	5739	46271	394
arc	est	347	20605	1
atj	cre	2	66	2
osp	eng	29	146294	6
ara	pol	11884	76720	84
grc	ayt	17342	2	2
mnw	mya	1	274	1
eng	tha	1225237	1227	1080
xal	lit	153	15447	1
uzb	mol	872	3720	8
kat	msa	1224	5416	1
otk	kaz	12	2454	2
spa	sqi	52955	6757	139
nor	guj	14530	524	1
eng	hun	1225237	54989	27988
ang	jpn	147	130893	3
arc	slv	347	18719	1
kor	mol	4621	3720	1
kaz	ara	948	12488	11
eng	amh	1225237	317	29
est	khm	5739	231	1
lav	gle	1288	167	1
fin	rom	8296	82	1
sqi	swe	1424	71688	21
aze	uzb	774	2757	17
rus	uzb	101395	2757	2217
aze	bel	774	1874	7
eng	smo	1225237	141	90
dan	kat	21239	2176	5
cym	rus	621	82772	1
tgk	lit	476	15447	6
tam	asm	496	526	3
grc	suq	17342	7	2
pus	deu	60	292124	1
gez	nor	22	45923	1
sux	hun	133	54989	6
gmh	cat	595	18004	1
ara	hoz	11884	1	1
deu	kea	201718	1	1
fas	bul	2837	25742	38
fin	mkd	8296	3901	1
hin	bul	1469	25742	19
mon	kir	244	1528	3
dar	kir	83	1528	1
isl	ron	1518	18464	2
sqi	nor	1424	45923	9
rus	kat	101395	2176	1316
lit	ori	1985	752	2
spa	tat	52955	819	1
kur	eng	137	146294	9
ava	hau	186	53	1
grc	ker	17342	10	6
mkd	sqi	1592	6757	608
isl	sme	1518	173	2
oji	nor	13	45923	1
rup	ron	5	18464	1
hun	fra	11256	238463	790
cjk	fra	1	238463	1
jpn	swe	26921	71688	583
arc	rus	347	82772	1
fra	bib	216624	12	8
slk	por	4205	74721	3
yua	deu	8	292124	1
hin	new	1469	25	1
zul	eng	19	146294	11
kaz	zho	948	62650	12
fra	gsc	216624	5	5
urd	snd	950	15	1
dan	hin	21239	3506	3
spa	tir	52955	74	1
ava	vie	186	786	1
heb	isl	9889	6514	13
hbs	mol	12743	3720	4
djk	fra	26	238463	1
del	eng	4	146294	4
enm	jpn	231	130893	3
eng	msm	1225237	9	8
oss	lav	195	8145	1
hun	kat	11256	2176	25
ara	eng	11884	146294	1621
deu	frs	201718	4	1
kal	eng	86	146294	11
her	deu	1	292124	1
slv	kat	2463	2176	3
fin	lav	8296	8145	54
abk	deu	171	292124	1
snd	eng	47	146294	14
eng	deu	1225237	292124	183329
xal	est	153	20605	2
car	nld	12	111371	8
lav	tel	1288	668	1
grc	kne	17342	22	11
rus	fra	101395	238463	6093
nor	sqi	14530	6757	43
eus	deu	1021	292124	17
ukr	tel	2877	668	4
ckt	ces	33	64442	1
orv	ces	173	64442	1
deu	lub	201718	2	1
swe	fin	39192	46271	5594
chm	hun	116	54989	2
abq	eng	10	146294	1
hun	ron	11256	18464	205
kaz	deu	948	292124	34
nor	epo	14530	542	4
ces	fin	17202	46271	103
fra	sco	216624	32	3
fra	bbj	216624	3	3
eng	hau	1225237	53	17
isl	eng	1518	146294	198
kbc	eng	1	146294	1
ava	zho	186	62650	1
isl	slk	1518	19641	4
kaz	ces	948	64442	1
tel	dan	277	64799	1
kor	pol	4621	76720	14
eng	tiy	1225237	2	1
heb	hye	9889	2139	1
est	kaa	5739	568	2
dan	oss	21239	153	2
est	tat	5739	819	3
est	slv	5739	18719	1
kat	kaa	1224	568	1
kok	mar	4	878	1
ces	ita	17202	59830	188
kir	por	708	74721	1
hye	hin	1100	3506	4
fra	yor	216624	28	5
kan	tel	314	668	26
kir	nep	708	140	2
uzb	pan	872	384	2
hun	aze	11256	1658	12
eng	sna	1225237	16	12
che	nor	80	45923	2
cat	ukr	8328	4514	1
bel	vie	1409	786	2
san	swe	4282	71688	9
fin	krl	8296	7	1
deu	vie	201718	786	28
fra	tir	216624	74	5
ces	uzb	17202	2757	9
bul	kaa	3667	568	1
eng	cat	1225237	18004	6370
vie	lav	668	8145	4
fas	est	2837	20605	6
grc	kbc	17342	1	1
guj	pan	264	384	1
sux	fra	133	238463	9
syr	deu	252	292124	27
fra	bcw	216624	7	4
fra	swa	216624	323	7
frm	enm	267	28	2
bak	aze	357	1658	3
heb	syb	9889	5	1
ces	kat	17202	2176	13
mai	san	13	58	1
kom	ukr	121	4514	4
fin	uzb	8296	2757	3
mon	lit	244	15447	6
hin	awa	1469	1	1
gle	dan	269	64799	5
lit	hun	1985	54989	20
mlt	deu	27	292124	1
chm	kaz	116	2454	1
rus	vep	101395	5	1
rus	spa	101395	228910	5830
bod	mon	1508	2423	7
fra	roh	216624	284	23
kat	aze	1224	1658	40
srd	ita	6	59830	2
tur	cos	2658	50	1
nor	sme	14530	173	66
pli	fas	400	11329	4
iku	hun	108	54989	1
eng	afr	1225237	776	740
ckt	rus	33	82772	19
spa	ces	52955	64442	850
dua	nld	5	111371	1
tem	eng	3	146294	1
pli	dan	400	64799	5
grc	kom	17342	26	3
hbs	tuk	12743	741	4
grc	syr	17342	11	1
ukr	jpn	2877	130893	14
pol	kat	14104	2176	37
grc	arg	17342	64	1
oci	fra	452	238463	420
enm	ron	231	18464	3
ron	fra	5475	238463	939
ben	kaz	2223	2454	4
kor	bul	4621	25742	18
vie	tur	668	11874	6
hbs	rus	12743	82772	426
ady	ara	75	12488	1
tkl	niu	69	67	11
ces	isl	17202	6514	27
cat	lat	8328	362	2
ast	cat	73	18004	4
eng	krc	1225237	103	2
grc	agq	17342	6	3
rus	ukr	101395	4514	2127
oss	fra	195	238463	2
mkd	tgk	1592	1062	1
eng	tsn	1225237	17	16
lat	sqi	19240	6757	38
grc	dbq	17342	19	7
cat	oci	8328	204	5
grc	bak	17342	502	2
eng	fil	1225237	150	115
hun	uzb	11256	2757	4
gia	eng	1	146294	1
cat	jpn	8328	130893	29
aka	eng	2	146294	1
arc	nld	347	111371	11
grc	nou	17342	1	1
mol	hbs	2864	45036	1
dan	lit	21239	15447	163
fra	kzr	216624	17	12
cos	ita	50	59830	1
fra	sld	216624	15	9
sme	deu	103	292124	8
mol	gag	2864	15	5
lit	hbs	1985	45036	11
gmh	rus	595	82772	2
gld	ukr	39	4514	2
oss	bel	195	1874	1
kbd	ukr	119	4514	1
ara	aaz	11884	1	1
nsk	eng	1	146294	1
mol	ron	2864	18464	1
pro	deu	159	292124	12
car	eng	12	146294	1
ben	eng	2223	146294	487
dan	slv	21239	18719	64
hin	mar	1469	878	72
nld	kat	18978	2176	2
ara	amh	11884	317	1
ykg	sah	21	201	4
fra	wci	216624	3	3
deu	bul	201718	25742	2370
nor	swe	14530	71688	3001
fra	gna	216624	8	5
inh	bel	51	1874	1
por	mkd	11390	3901	20
isl	nor	1518	45923	121
ita	fra	66453	238463	11610
grc	pbi	17342	8	4
fra	kaz	216624	2454	39
spa	glg	52955	2371	823
est	lav	5739	8145	95
tyv	spa	56	228910	1
ukr	bul	2877	25742	72
bre	ces	212	64442	1
tkl	rar	69	78	10
mnc	fra	9	238463	1
niv	kaz	11	2454	1
slk	jpn	4205	130893	6
grc	urd	17342	1005	3
ita	kaz	66453	2454	5
kbd	krc	119	103	1
spa	oci	52955	204	3
eng	pdt	1225237	16	8
vie	bul	668	25742	9
hin	ron	1469	18464	5
amh	rus	58	82772	9
grc	kor	17342	22338	51
cat	ces	8328	64442	27
sah	oss	153	153	1
eng	due	1225237	3	3
swg	eng	2	146294	1
fra	cre	216624	66	1
nio	rus	2	82772	2
pol	hun	14104	54989	545
heb	mkd	9889	3901	2
hun	lit	11256	15447	66
wls	fra	2	238463	1
chg	eng	19	146294	4
lat	tir	19240	74	2
grc	dnn	17342	10	1
eng	war	1225237	1	1
fin	ron	8296	18464	12
zho	fra	13337	238463	1475
eng	mfe	1225237	9	3
spa	afr	52955	776	1
bel	fin	1409	46271	2
deu	fil	201718	150	2
kir	abk	708	115	1
nor	msa	14530	5416	5
vie	tir	668	74	2
gmh	nld	595	111371	13
grc	drs	17342	1	1
grc	gur	17342	15	9
san	hin	4282	3506	508
bul	swe	3667	71688	10
deu	rcf	201718	16	1
kir	hun	708	54989	10
eus	slv	1021	18719	1
bra	mal	11	1202	1
slk	swe	4205	71688	10
pol	hin	14104	3506	2
grc	yut	17342	1	1
myv	ukr	70	4514	1
slk	hun	4205	54989	1104
nor	mon	14530	2423	1
eng	bib	1225237	12	2
lat	deu	19240	292124	3656
grc	iku	17342	304	6
eng	aze	1225237	1658	67
rus	abq	101395	8	8
cop	ell	177	27422	1
nor	spa	14530	228910	317
hin	eng	1469	146294	361
urd	msa	950	5416	12
nci	nld	63	111371	3
ang	sqi	147	6757	1
urd	mar	950	878	8
kas	ron	24	18464	1
eng	rup	1225237	9	1
wol	eng	13	146294	3
hin	dan	1469	64799	1
sme	dan	103	64799	2
nog	deu	28	292124	1
cat	fin	8328	46271	10
ces	pol	17202	76720	788
eng	xho	1225237	23	22
bua	eng	128	146294	1
tat	abk	462	115	1
kir	hye	708	2139	2
pro	hun	159	54989	1
kor	ita	4621	59830	13
udm	uzb	123	2757	1
fas	mkd	2837	3901	5
ach	hun	3	54989	1
hun	hbs	11256	45036	413
zho	ita	13337	59830	160
eng	kan	1225237	700	208
pdt	fin	6	46271	1
lit	ita	1985	59830	20
eng	tah	1225237	7	3
grc	chr	17342	3	1
rus	tel	101395	668	190
fro	jpn	902	130893	11
grc	est	17342	20605	31
nld	msa	18978	5416	162
eng	hat	1225237	7	1
fra	daa	216624	17	9
deu	khm	201718	231	1
mol	tgk	2864	1062	8
fin	ita	8296	59830	52
bel	ita	1409	59830	2
kir	kaz	708	2454	21
rus	nor	101395	45923	538
osp	ita	29	59830	1
san	raj	4282	3	1
afr	tur	357	11874	1
kur	tur	137	11874	7
rus	vot	101395	5	3
peo	fas	11	11329	1
san	lit	4282	15447	10
mlt	por	27	74721	1
spa	kjb	52955	1	1
zho	pcc	13337	3	3
swe	gla	39192	227	1
spa	nor	52955	45923	445
heb	cme	9889	24	3
epo	eng	99	146294	5
mpu	eng	1	146294	1
roh	deu	90	292124	54
kha	eng	3	146294	1
yaa	spa	3	228910	3
rmr	eus	1	3923	1
slv	hin	2463	3506	1
grc	mri	17342	319	4
tam	ita	496	59830	1
slv	bul	2463	25742	12
bak	lav	357	8145	1
cat	wol	8328	16	1
rus	hun	101395	54989	2528
gla	gle	78	167	8
swe	uzb	39192	2757	2
fra	dua	216624	1	1
deu	mkd	201718	3901	273
san	ell	4282	27422	4
ell	glg	4862	2371	2
ron	tur	5475	11874	19
swe	bel	39192	1874	7
kat	est	1224	20605	13
dan	slk	21239	19641	55
plw	fil	3	150	1
ylr	eng	1	146294	1
eng	tat	1225237	819	18
dak	spa	25	228910	2
nld	heb	18978	10961	57
vie	hbs	668	45036	1
akk	kat	136	2176	2
rus	cat	101395	18004	159
ukr	fra	2877	238463	106
wol	fra	13	238463	9
zho	tir	13337	74	2
dan	tam	21239	1763	20
cat	ita	8328	59830	93
mal	mar	306	878	8
kaz	bul	948	25742	4
oka	eng	1	146294	1
deu	heb	201718	10961	517
eng	tpi	1225237	6	5
iku	eng	108	146294	18
ara	som	11884	102	1
bod	lit	1508	15447	9
grc	ape	17342	1	1
fas	pan	2837	384	4
lua	deu	2	292124	1
uzb	fas	872	11329	10
ces	ara	17202	12488	20
djk	nld	26	111371	24
aze	slk	774	19641	5
pli	tur	400	11874	1
hin	asm	1469	526	20
